2014,2015,2016,2017,2018,2019,2014 %,2015 %,2016 %,2017 %,2018 %,2019 %
256.0,442.0,437.0,406.0,502.0,651.0,0.01783226525494567,0.020606060606060607,0.01879165770801978,0.016139290825250438,0.017415437987857763,0.017257833624940353
298.0,422.0,485.0,464.0,425.0,821.0,0.020757871273335192,0.019673659673659673,0.02085572995054827,0.018444903800286214,0.014744145706851692,0.021764487566937066
285.0,437.0,535.0,517.0,529.0,799.0,0.01985232655335748,0.020372960372960373,0.02300580520318211,0.02055175703609477,0.018352124891587163,0.02118127352738455
267.0,437.0,523.0,586.0,542.0,873.0,0.018598495402619115,0.020372960372960373,0.02248978714254999,0.023294641437430434,0.0188031222896791,0.023142993478606648
286.0,462.0,523.0,445.0,614.0,843.0,0.019921983839509612,0.021538461538461538,0.02248978714254999,0.01768961679122277,0.0213009540329575,0.022347701606489582
322.0,457.0,531.0,439.0,614.0,838.0,0.02242964614098635,0.021305361305361304,0.022833799182971404,0.017451105104150103,0.0213009540329575,0.022215152961136738
277.0,400.0,542.0,508.0,650.0,770.0,0.01929506826414043,0.018648018648018648,0.02330681573855085,0.02019398950548577,0.022549869904596703,0.020412491384338052
258.0,445.0,525.0,468.0,602.0,775.0,0.01797157982724993,0.020745920745920746,0.02257579015265534,0.018603911591667993,0.0208846487424111,0.020545040029690896
287.0,433.0,556.0,477.0,672.0,809.0,0.019991641125661746,0.020186480186480185,0.023908836809288327,0.018961679122276993,0.023313096270598438,0.02144637081809024
262.0,420.0,545.0,480.0,689.0,504.0,0.018250208971858455,0.019580419580419582,0.02343582025370888,0.019080934965813326,0.023902862098872508,0.013360903451566725
285.0,408.0,495.0,472.0,674.0,32.0,0.01985232655335748,0.01902097902097902,0.021285745001075038,0.01876291938304977,0.023382480485689507,0.0008483113302582047
274.0,409.0,360.0,346.0,485.0,742.0,0.019086096405684035,0.019067599067599066,0.015480541818963663,0.013754173954523772,0.016825672159583693,0.019670218970362124
183.0,322.0,438.0,492.0,674.0,558.0,0.012747283365840066,0.015011655011655013,0.01883465921307246,0.01955795833995866,0.023382480485689507,0.014792428821377445
286.0,418.0,479.0,533.0,685.0,775.0,0.019921983839509612,0.019487179487179488,0.02059772092023221,0.021187788201621878,0.023764093668690374,0.020545040029690896
274.0,467.0,465.0,453.0,640.0,734.0,0.019086096405684035,0.02177156177156177,0.019995699849494734,0.018007632373986324,0.02220294882914137,0.01945814113779757
266.0,426.0,311.0,424.0,587.0,728.0,0.01852883811646698,0.01986013986013986,0.013373468071382498,0.016854825886468437,0.020364267129228102,0.019299082763374158
117.0,325.0,255.0,252.0,341.0,434.0,0.008149902479799387,0.015151515151515152,0.010965383788432596,0.010017490857051996,0.011830008673026887,0.011505222416626902
